ID	Name	Level	Hp	AttackRange	SkillRange	AttackDelay	AttackMotion	Size	Race	Element	ElementLevel	ChaseRange	Ai	isAIMode_Aggressive	isAIMode_Looter	isAIMode_Assist	isAIMode_CanMove	isAIMode_CastSensorIdle	isAIMode_CastSensorChase	isAIMode_MVP	isAIMode_KnockbackImmune	isAIMode_Detector	isAIMode_TakesFixed_1_Damage_Melee	isAIMode_TakesFixed_1_Damage_Ranged	isAIMode_TakesFixed_1_Damage_Magic	isAIMode_TakesFixed_1_Damage_None
1618	Ungoliant	94	27070	1	10	420	576	Large	Insect	Poison	2	12	21	1	0	0	1	1	1	0	0	1	0	0	0	0
1619	Porcellio	85	4621	1	10	720	360	Small	Insect	Earth	3	12	02	0	1	0	1	0	0	0	0	1	0	0	0	0
1620	Noxious	87	4462	1	10	768	1440	Medium	Formless	Ghost	3	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1621	Venomous	87	5577	1	10	768	1440	Medium	Formless	Poison	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1622	Teddy Bear	91	6284	1	10	512	780	Small	Formless	Neutral	3	12	20	1	0	0	1	1	1	0	0	0	0	0	0	0
1623	RSX-0806	100	1001000	1	10	128	1104	Large	Formless	Neutral	3	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
1624	Old Stove	92	7780	1	10	1152	528	Large	Formless	Neutral	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1625	Porcellio	85	4621	1	10	720	360	Small	Insect	Earth	3	12	04	1	0	0	1	0	0	0	0	1	0	0	0	0
1626	Hellion Revenant	59	8600	2	10	432	384	Medium	Demon	Undead	3	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
1627	Anopheles	95	6617	1	10	1084	2304	Small	Insect	Wind	3	12	04	1	0	0	1	0	0	0	0	1	0	0	0	0
1628	Holden	85	4390	9	10	1400	960	Small	Brute	Earth	2	12	03	0	0	1	1	0	0	0	0	0	0	0	0	0
1629	Hill Wind	43	2870	3	10	336	540	Medium	Brute	Wind	3	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1630	White Lady	97	720500	3	10	576	960	Large	Demi-Human	Wind	3	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
1631	Green Maiden	82	4154	2	10	1728	816	Medium	Demi-Human	Wind	2	12	21	1	0	0	1	1	1	0	0	0	0	0	0	0
1632	Gremlin	118	27456	1	10	432	540	Large	Demon	Shadow	2	12	17	0	0	0	1	1	0	0	0	1	0	0	0	0
1633	Beholder	120	19651	6	10	336	840	Small	Formless	Wind	2	12	17	0	0	0	1	1	0	0	0	0	0	0	0	0
1634	Seyren Windsor	142	204962	1	10	76	384	Medium	Demon	Fire	3	12	19	1	0	0	1	1	0	0	0	1	0	0	0	0
1635	Eremes Guile	140	220525	1	10	76	384	Medium	Demon	Poison	4	12	19	1	0	0	1	1	0	0	0	1	0	0	0	0
1636	Howard Alt-Eisen	142	378100	1	10	76	384	Medium	Demi-Human	Water	4	12	19	1	0	0	1	1	0	0	0	0	0	0	0	0
1637	Margaretha Sorin	140	250800	1	10	1152	384	Medium	Demi-Human	Holy	3	12	20	1	0	0	1	1	1	0	0	0	0	0	0	0
1638	Cecil Damon	141	200255	14	10	76	384	Medium	Demi-Human	Wind	3	12	19	1	0	0	1	1	0	0	0	0	0	0	0	0
1639	Kathryne Keyron	141	209780	1	10	1152	384	Medium	Demi-Human	Ghost	3	12	20	1	0	0	1	1	1	0	0	0	0	0	0	0
1640	Lord Knight Seyren	160	2680000	1	10	76	384	Medium	Demon	Fire	4	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
1641	Assassin Cross Eremes	160	1230000	1	10	76	384	Medium	Demon	Poison	4	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
1642	Whitesmith Howard	160	3750000	1	10	76	384	Medium	Demi-Human	Earth	4	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
1643	High Priest Margaretha	160	2800000	1	10	1152	384	Medium	Demi-Human	Holy	4	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
1644	Sniper Cecil	160	4140000	14	10	76	384	Medium	Demi-Human	Wind	4	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
1645	High Wizard Kathryne	160	4500000	1	10	1152	384	Medium	Demi-Human	Ghost	3	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
1646	Lord Knight Seyren	160	4680000	1	10	76	384	Medium	Demon	Fire	4	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
1647	Assassin Cross Eremes	160	4230000	1	10	76	384	Medium	Demon	Poison	4	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
1648	Whitesmith Howard	160	6750000	1	10	76	384	Medium	Demi-Human	Earth	4	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
1649	High Priest Margaretha	160	4800000	1	10	1152	384	Medium	Demi-Human	Holy	4	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
1650	Sniper Cecil	160	4140000	14	10	76	384	Medium	Demi-Human	Wind	4	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
1651	High Wizard Kathryne	160	4500000	1	10	1152	384	Medium	Demi-Human	Ghost	3	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
1652	Egnigem Cenia	136	40327	1	10	576	432	Medium	Demi-Human	Fire	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1653	Wickebine Tres	132	43191	1	10	576	432	Medium	Demi-Human	Poison	3	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1654	Armeyer Dinze	134	46878	1	10	576	432	Medium	Demi-Human	Earth	3	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1655	Errende Ebecee	133	42764	1	10	576	432	Medium	Demi-Human	Holy	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1656	Kavach Icarus	135	43079	9	10	576	432	Medium	Demi-Human	Wind	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1657	Laurell Weinder	133	40282	1	10	576	432	Medium	Demi-Human	Ghost	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1658	Egnigem Cenia	141	2910088	1	10	1008	864	Medium	Demi-Human	Fire	2	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
1659	Wickebine Tres	132	43191	1	10	1008	864	Medium	Demi-Human	Poison	3	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1660	Armeyer Dinze	134	46878	1	10	1008	864	Medium	Demi-Human	Earth	3	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1661	Errende Ebecee	133	42764	1	10	1008	864	Medium	Demi-Human	Holy	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1662	Kavach Icarus	135	43079	9	10	1008	864	Medium	Demi-Human	Wind	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1663	Laurell Weinder	133	40282	1	10	1008	864	Medium	Demi-Human	Ghost	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1664	Photon Cannon	66	8000	9	10	1536	960	Medium	Formless	Neutral	2	12	10	1	0	0	0	0	0	0	0	0	0	0	0	0
1665	Photon Cannon	67	7500	9	10	1536	960	Medium	Formless	Neutral	2	12	10	1	0	0	0	0	0	0	0	0	0	0	0	0
1666	Photon Cannon	64	7100	9	10	1536	960	Medium	Formless	Neutral	2	12	10	1	0	0	0	0	0	0	0	0	0	0	0	0
1667	Photon Cannon	65	7800	9	10	1536	960	Medium	Formless	Neutral	2	12	10	1	0	0	0	0	0	0	0	0	0	0	0	0
1668	Archdam	119	25297	3	10	580	288	Large	Demi-Human	Neutral	3	12	21	1	0	0	1	1	1	0	0	0	0	0	0	0
1669	Dimik	77	10000	5	10	576	720	Medium	Formless	Neutral	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1670	Dimik	116	21515	7	10	576	720	Medium	Formless	Wind	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1671	Dimik	116	26044	5	10	576	720	Medium	Formless	Water	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1672	Dimik	116	23779	5	10	576	720	Medium	Formless	Earth	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1673	Dimik	116	19250	5	10	576	720	Medium	Formless	Fire	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1674	Monemus	88	80000	5	14	1368	1344	Large	Formless	Fire	3	12	10	1	0	0	0	0	0	0	1	1	0	0	0	0
1675	Venatu	77	12717	2	10	504	1020	Medium	Formless	Fire	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1676	Venatu	113	18092	2	10	504	1020	Medium	Formless	Neutral	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1677	Venatu	113	17188	2	10	504	1020	Medium	Formless	Wind	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1678	Venatu	113	18996	2	10	504	1020	Medium	Formless	Earth	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1679	Venatu	113	20805	2	10	504	1020	Medium	Formless	Water	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1680	Hill Wind	101	11179	3	10	504	480	Medium	Brute	Wind	3	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1681	Gemini-S58	135	108999	3	10	1872	360	Medium	Formless	Water	1	12	04	1	0	0	1	0	0	0	1	1	0	0	0	0
1682	Remover	121	33102	1	10	1536	1056	Medium	Undead	Undead	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1683	Photon Cannon	66	8000	9	10	1536	960	Medium	Formless	Fire	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1684	Archdam	119	25297	3	10	1080	288	Large	Angel	Neutral	3	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1685	Vesper	128	3802000	3	10	504	912	Large	Brute	Holy	2	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
1686	Orc Baby	43	904	1	10	672	864	Small	Demi-Human	Earth	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1687	Grove	55	1734	1	10	1152	1152	Medium	Brute	Earth	2	12	02	0	1	0	1	0	0	0	0	0	0	0	0	0
1688	Lady Tanee	80	360000	14	10	576	432	Large	Plant	Wind	3	12	10	1	0	0	0	0	0	1	1	1	0	0	0	0
1689	White Lady	97	720500	3	10	576	960	Large	Demi-Human	Wind	3	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
1690	Spring Rabbit	12	15	1	10	1120	552	Medium	Brute	Neutral	1	12	02	0	1	0	1	0	0	0	1	1	0	0	0	0
1691	Kraben	70	2159	1	10	1152	1536	Medium	Formless	Ghost	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1692	Breeze	92	7073	2	10	140	384	Medium	Formless	Wind	3	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1693	Plasma	119	16100	1	10	1056	1056	Small	Formless	Ghost	4	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1694	Plasma	118	16016	1	10	912	1248	Small	Formless	Fire	4	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1695	Plasma	116	22647	1	10	1000	500	Small	Formless	Earth	4	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1696	Plasma	117	22763	1	10	768	1440	Small	Formless	Shadow	4	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1697	Plasma	115	20151	1	10	720	360	Small	Formless	Water	4	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1698	Death Word	114	18205	1	10	176	912	Medium	Formless	Neutral	3	12	21	1	0	0	1	1	1	0	0	0	0	0	0	0
1699	Ancient Mimic	112	19778	1	10	168	480	Large	Formless	Neutral	3	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1700	Dame of Sentinel	127	36844	2	10	432	480	Medium	Angel	Neutral	4	12	20	1	0	0	1	1	1	0	1	1	0	0	0	0
1701	Mistress of Shelter	125	29275	2	10	432	420	Medium	Angel	Holy	3	12	20	1	0	0	1	1	1	0	1	1	0	0	0	0
1702	Baroness of Retribution	121	31663	2	10	360	480	Medium	Angel	Shadow	3	12	20	1	0	0	1	1	1	0	1	1	0	0	0	0
1703	Lady Solace	123	29028	2	10	576	420	Medium	Angel	Holy	3	12	20	1	0	0	1	1	1	0	1	1	0	0	0	0
1704	Odium of Thanatos	129	33389	9	10	432	288	Large	Undead	Ghost	4	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
1705	Despero of Thanatos	129	33389	2	10	160	528	Large	Undead	Ghost	4	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
1706	Maero of Thanatos	129	29680	2	10	160	480	Medium	Undead	Ghost	4	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
1707	Dolor of Thanatos	129	25971	2	10	160	672	Small	Undead	Ghost	4	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
1708	Thanatos Phantom	99	1445660	3	10	115	816	Large	Demon	Ghost	4	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
1709	Odium of Thanatos	129	33389	9	10	115	288	Large	Undead	Ghost	4	12	20	1	0	0	1	1	1	0	1	1	0	0	0	0
1710	Despero of Thanatos	129	33389	2	10	160	528	Large	Undead	Ghost	4	12	20	1	0	0	1	1	1	0	1	1	0	0	0	0
1711	Maero of Thanatos	129	29680	2	10	160	480	Medium	Undead	Ghost	4	12	20	1	0	0	1	1	1	0	1	1	0	0	0	0
1712	Dolor of Thanatos	129	25971	2	10	160	672	Small	Undead	Ghost	4	12	20	1	0	0	1	1	1	0	1	1	0	0	0	0
1713	Acidus	130	40950	2	10	168	1008	Large	Dragon	Holy	2	12	19	1	0	0	1	1	0	0	0	0	0	0	0	0
1714	Ferus	126	34882	2	10	108	576	Large	Dragon	Fire	2	12	19	1	0	0	1	1	0	0	0	0	0	0	0	0
1715	Novus	90	5257	1	10	151	288	Small	Dragon	Neutral	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1716	Acidus	130	39089	2	10	168	768	Large	Dragon	Wind	2	12	19	1	0	0	1	1	0	0	0	0	0	0	0	0
1717	Ferus	126	42224	2	10	108	576	Large	Dragon	Earth	2	12	19	1	0	0	1	1	0	0	0	0	0	0	0	0
1718	Novus	84	4084	1	10	252	816	Small	Dragon	Neutral	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1719	Detardeurus	135	6005000	3	10	432	936	Large	Dragon	Shadow	3	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
1720	Hydrolancer	121	41500	3	10	140	672	Large	Dragon	Shadow	2	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
1721	Dragon Egg	119	27826	0	10	24	0	Medium	Dragon	Neutral	2	12	06	0	0	0	0	0	0	0	0	0	0	0	0	0
1722	Jakk	99	10310	1	10	1180	480	Medium	Formless	Fire	2	12	21	1	0	0	1	1	1	0	0	0	0	0	0	0
1723	Cecil Damon	82	30000	14	10	1008	384	Medium	Demi-Human	Wind	3	12	26	1	0	0	1	1	1	0	0	0	0	0	0	0
1724	Photon Cannon	66	8000	9	10	1536	960	Medium	Formless	Neutral	2	12	27	1	0	0	0	0	0	0	0	0	0	0	0	0
1725	Poring	1	50	1	10	1872	672	Medium	Plant	Water	1	12	02	0	1	0	1	0	0	0	0	0	0	0	0	0
1726	Lunatic	3	60	1	10	1456	456	Small	Brute	Neutral	3	12	02	0	1	0	1	0	0	0	0	0	0	0	0	0
1727	Savage Babe	7	182	1	10	1624	624	Small	Brute	Earth	1	12	02	0	1	0	1	0	0	0	0	0	0	0	0	0
1728	Baby Desert Wolf	14	140	1	10	1600	900	Small	Brute	Fire	1	12	02	0	1	0	1	0	0	0	0	0	0	0	0	0
1729	Baphomet Jr.	50	8578	1	10	868	480	Small	Demon	Shadow	1	12	02	0	1	0	1	0	0	0	0	1	0	0	0	0
1730	Deviruchi	64	2300	1	10	980	600	Small	Demon	Shadow	1	12	02	0	1	0	1	0	0	0	0	1	0	0	0	0
1731	Doppelganger	77	380000	1	10	480	480	Large	Angel	Ghost	2	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
1732	Treasure Chest	98	500	0	0	0	0	Small	Formless	Neutral	1	0	06	0	0	0	0	0	0	0	0	0	0	0	0	0
1733	Kiehl	90	523500	3	10	1152	576	Medium	Formless	Shadow	2	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
1734	Kiel D-01	125	2502000	3	10	1152	576	Medium	Formless	Shadow	2	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
1735	Alicel	115	18319	2	10	1080	480	Medium	Demon	Neutral	3	12	13	1	0	1	1	0	0	0	0	1	0	0	0	0
1736	Aliot	112	17980	2	10	1296	432	Medium	Demon	Neutral	3	12	13	1	0	1	1	0	0	0	0	1	0	0	0	0
1737	Aliza	112	17980	1	10	1440	576	Medium	Demi-Human	Neutral	3	12	17	0	0	0	1	1	0	0	0	0	0	0	0	0
1738	Constant	108	14340	1	10	720	360	Small	Formless	Shadow	3	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1739	Alicel	115	18319	2	10	1080	480	Medium	Demon	Neutral	3	12	13	1	0	1	1	0	0	0	0	1	0	0	0	0
1740	Aliot	112	17980	2	10	1296	432	Medium	Demon	Neutral	3	12	13	1	0	1	1	0	0	0	0	1	0	0	0	0
1741	Christmas Cookie	37	661	1	10	1248	1248	Small	Demi-Human	Holy	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1742	Carat	103	10813	1	10	1078	768	Medium	Demon	Wind	2	12	04	1	0	0	1	0	0	0	0	1	0	0	0	0
1743	Myst Case	39	809	1	10	1248	1248	Medium	Formless	Neutral	3	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1744	Wild Rose	70	2160	1	10	964	864	Small	Brute	Wind	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1745	Constant	108	14340	1	10	720	360	Small	Demon	Shadow	3	12	05	1	0	0	1	0	0	0	0	1	0	0	0	0
1746	Aliza	112	17980	1	10	1440	576	Medium	Demi-Human	Neutral	3	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1747	Boa	18	203	1	10	1576	576	Medium	Brute	Earth	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1748	Anacondaq	100	9233	1	10	1576	576	Medium	Brute	Poison	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1749	Medusa	102	11280	1	10	1720	1320	Medium	Demon	Neutral	2	12	04	1	0	0	1	0	0	0	0	1	0	0	0	0
1750	Red Plant	1	100	1	7	1	1	Small	Plant	Earth	1	12	06	0	0	0	0	0	0	0	1	0	1	1	1	1
1751	Valkyrie Randgris	141	3205000	3	10	576	576	Large	Angel	Holy	4	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
1752	Skogul	126	40389	2	10	720	384	Medium	Demon	Shadow	3	12	20	1	0	0	1	1	1	0	0	1	0	0	0	0
1753	Frus	128	40668	2	10	480	576	Medium	Demon	Shadow	3	12	20	1	0	0	1	1	1	0	0	1	0	0	0	0
1754	Skeggiold	131	53290	1	10	672	780	Small	Angel	Holy	2	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
1755	Skeggiold	131	52280	1	10	672	780	Small	Angel	Holy	2	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
1756	Hydrolancer	121	41500	3	10	140	672	Large	Dragon	Shadow	2	12	04	1	0	0	1	0	0	0	1	1	0	0	0	0
1757	Acidus	130	40950	2	10	168	1008	Large	Dragon	Holy	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1758	Ferus	126	34882	2	10	108	576	Large	Dragon	Fire	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1759	Acidus	130	39089	2	10	168	768	Large	Dragon	Wind	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1760	Ferus	126	42224	2	10	108	576	Large	Dragon	Earth	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1761	Skogul	126	40389	2	10	720	384	Medium	Demon	Shadow	3	12	04	1	0	0	1	0	0	0	0	1	0	0	0	0
1762	Frus	128	40668	2	10	480	576	Medium	Demon	Shadow	3	12	04	1	0	0	1	0	0	0	0	1	0	0	0	0
1763	Skeggiold	131	53290	1	10	672	780	Small	Angel	Holy	2	12	04	1	0	0	1	0	0	0	1	1	0	0	0	0
1764	Skeggiold	131	52280	1	10	672	780	Small	Angel	Holy	2	12	04	1	0	0	1	0	0	0	1	1	0	0	0	0
1765	Valkyrie	141	1005000	3	10	576	576	Large	Angel	Holy	4	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
1766	Angeling	99	128430	1	10	1288	288	Small	Angel	Holy	3	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
1767	Deviling	99	128430	1	10	1288	288	Small	Angel	Holy	3	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
1768	Gloom Under Night	139	3005000	3	10	1344	2880	Large	Formless	Ghost	3	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
1769	Agav	128	36971	1	10	768	360	Medium	Demi-Human	Neutral	4	12	20	1	0	0	1	1	1	0	0	0	0	0	0	0
1770	Echio	126	36718	1	10	768	360	Medium	Demi-Human	Neutral	4	12	20	1	0	0	1	1	1	0	0	0	0	0	0	0
1771	Vanberk	123	29028	1	10	768	360	Medium	Demi-Human	Neutral	4	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1772	Isilla	124	29151	1	10	768	360	Medium	Demi-Human	Neutral	4	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1773	Hodremlin	122	31796	1	10	960	528	Medium	Demon	Shadow	3	12	04	1	0	0	1	0	0	0	0	1	0	0	0	0
1774	Seeker	124	26236	6	10	576	432	Small	Formless	Wind	3	12	20	1	0	0	1	1	1	0	0	0	0	0	0	0
1775	Snowier	103	14227	2	10	936	1020	Large	Formless	Water	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1776	Siroma	98	9940	1	10	432	648	Small	Formless	Water	3	12	02	0	1	0	1	0	0	0	0	0	0	0	0	0
1777	Ice Titan	110	18923	1	10	861	660	Large	Formless	Water	3	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1778	Gazeti	106	15539	10	10	576	370	Medium	Demon	Water	1	12	20	1	0	0	1	1	1	0	0	1	0	0	0	0
1779	Ktullanux	98	2626000	3	10	432	840	Large	Brute	Water	4	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
1780	Muscipular	105	11589	3	10	672	648	Medium	Plant	Earth	1	12	10	1	0	0	0	0	0	0	0	0	0	0	0	0
1781	Drosera	101	11179	7	10	864	576	Medium	Plant	Earth	1	12	10	1	0	0	0	0	0	0	0	0	0	0	0	0
1782	Roween	95	6617	1	10	1500	500	Medium	Brute	Wind	1	12	07	0	1	1	1	0	0	0	0	0	0	0	0	0
1783	Galion	100	8772	1	10	864	624	Medium	Brute	Wind	2	12	07	0	1	1	1	0	0	0	1	1	0	0	0	0
1784	Stapo	95	6984	1	10	936	792	Small	Formless	Earth	2	12	02	0	1	0	1	0	0	0	0	0	0	0	0	0
1785	Atroce	113	1502000	2	10	576	600	Large	Brute	Shadow	3	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
1786	Agav	128	36971	1	10	768	360	Medium	Demi-Human	Neutral	4	12	20	1	0	0	1	1	1	0	0	0	0	0	0	0
1787	Echio	126	36718	1	10	768	360	Medium	Demi-Human	Neutral	2	12	20	1	0	0	1	1	1	0	0	0	0	0	0	0
1788	Ice Titan	110	18923	1	10	861	660	Large	Formless	Water	3	12	20	1	0	0	1	1	1	0	0	0	0	0	0	0
1789	Iceicle	100	1012	3	10	1344	0	Small	Formless	Water	2	12	10	1	0	0	0	0	0	0	0	0	0	0	0	0
1790	Rafflesia	86	4942	3	10	512	528	Small	Plant	Earth	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1791	Galion	100	8772	1	10	864	624	Medium	Brute	Wind	2	12	07	0	1	1	1	0	0	0	1	1	0	0	0	0
1792	Soccer Ball	1	10	0	0	96	96	Small	Formless	Neutral	1	0	06	0	0	0	0	0	0	0	0	0	1	1	1	1
1793	Megalith	65	2599	9	10	1332	1332	Large	Formless	Neutral	4	12	21	1	0	0	1	1	1	0	0	0	0	0	0	0
1794	Roween	95	6617	1	10	412	840	Medium	Brute	Wind	1	12	20	1	0	0	1	1	1	0	0	0	0	0	0	0
1795	Bloody Knight	116	68500	3	10	828	528	Large	Angel	Ghost	1	12	04	1	0	0	1	0	0	0	1	1	0	0	0	0
1796	Aunoe	110	14557	1	10	768	432	Medium	Demi-Human	Neutral	4	12	20	1	0	0	1	1	1	0	0	0	0	0	0	0
1797	Fanat	120	23117	1	10	768	432	Medium	Demi-Human	Neutral	4	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
1798	Treasure Chest	99	0	0	0	0	0	Small	Formless	Neutral	1	0	06	0	0	0	0	0	0	0	0	0	0	0	0	0
1799	Lord Knight Seyren	99	1647590	1	10	76	384	Medium	Demi-Human	Fire	4	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
1800	Assassin Cross Eremes	99	1411230	1	10	76	384	Medium	Demi-Human	Poison	4	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
1801	Mastersmith Howard	99	1460000	1	10	76	384	Medium	Demi-Human	Earth	4	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
1802	High Priest Margaretha	99	1092910	1	10	1152	384	Medium	Demi-Human	Holy	4	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
1803	Sniper Cecil	99	1349000	14	10	76	384	Medium	Demi-Human	Wind	4	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
1804	High Wizard Kathryne	99	1069920	1	10	1152	384	Medium	Demi-Human	Ghost	3	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
1805	Lord Knight Seyren	10	10	1	10	76	384	Medium	Demi-Human	Fire	4	12	21	1	0	0	1	1	1	0	1	1	1	1	1	1
1806	Assassin Cross Eremes	10	10	1	10	76	384	Medium	Demi-Human	Poison	4	12	21	1	0	0	1	1	1	0	1	1	1	1	1	1
1807	Mastersmith Howard	10	10	1	10	76	384	Medium	Demi-Human	Water	4	12	21	1	0	0	1	1	1	0	1	1	1	1	1	1
1808	High Priest Margaretha	10	10	1	10	1152	384	Medium	Demi-Human	Holy	4	12	21	1	0	0	1	1	1	0	1	1	1	1	1	1
1809	Sniper Cecil	10	10	14	10	76	384	Medium	Demi-Human	Wind	4	12	20	1	0	0	1	1	1	0	1	1	1	1	1	1
1810	High Wizard Kathryne	10	10	1	10	1152	384	Medium	Demi-Human	Ghost	3	12	21	1	0	0	1	1	1	0	1	1	1	1	1	1
1811	Bandit	18	641	1	10	1576	576	Small	Brute	Earth	1	12	17	0	0	0	1	1	0	0	0	0	0	0	0	0
1812	Delightful Lude	10	20	2	10	890	960	Small	Undead	Undead	1	12	01	0	0	0	1	0	0	0	0	0	1	1	1	1
1813	Hydrolancer	99	1880000	3	10	972	672	Large	Angel	Ghost	1	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
1814	Moonlight Flower	80	30000	1	10	1276	576	Medium	Brute	Fire	3	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
1815	Rice Cake	1	14	1	10	1320	0	Medium	Formless	Neutral	1	12	06	0	0	0	0	0	0	0	1	1	1	1	1	1
1816	Gourd	12	1000	1	0	96	96	Medium	Formless	Neutral	1	0	06	0	0	0	0	0	0	0	1	1	1	1	1	1
1817	Detardeurus	99	8880000	3	10	972	936	Large	Angel	Ghost	2	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
